Tail	Head	Cost	E[Time]	Fft	Sigma(Time)
528	573	404	358	340.2	5
528	575	193	90	52.8	10
529	528	220	95	85.8	5
529	530	320	129	122.99999999999999	5
529	531	190	165	73.2	30
530	523	350	146	134.4	5
530	529	320	157	122.99999999999999	7
530	575	425	188	164.4	5
530	577	138	176	168.6	5
531	529	190	111	73.2	9
531	532	237	173	99.0	21
531	573	125	210	205.2	5
531	574	380	193	177.0	5
532	531	237	148	99.0	13
532	533	206	140	90.6	13
532	569	245	207	177.0	6
532	574	288	139	133.8	5
533	498	207	126	96.60000000000001	6
533	532	206	118	90.6	6
533	568	251	85	75.6	5
533	569	144	183	178.8	5
534	515	252	106	96.60000000000001	5
534	543	499	236	198.6	7
534	933	1032	682	357.6	101
535	438	1198	550	490.2	11
535	486	42	37	17.4	6
535	487	590	260	247.20000000000002	5
536	438	314	215	126.6	25
536	537	498	226	193.8	6
536	615	295	105	91.2	5
537	399	664	289	256.8	6
537	536	498	270	193.8	19
537	608	455	204	198.6	5
537	610	105	107	48.6	19
538	409	238	150	88.2	17
538	474	505	205	199.2	5
538	699	120	33	27.0	5
538	704	570	258	250.79999999999998	5
539	409	431	180	171.6	5
539	483	520	294	199.8	25
539	694	194	68	37.2	9
539	704	361	298	292.8	5
540	438	254	106	100.8	5
540	583	125	199	33.6	79
540	622	345	111	105.0	5
541	526	74	32	26.4	5
541	582	492	352	345.59999999999997	5
541	902	637	487	481.2	5
542	527	103	44	39.0	5
542	902	366	261	252.6	5
542	903	711	373	368.4	5
543	527	618	338	238.20000000000002	25
543	534	499	220	198.6	5
543	903	153	89	84.0	5
544	515	51	22	17.4	5
544	903	554	329	323.4	5
544	904	425	200	195.0	5
545	523	10	13	7.199999999999999	5
545	524	627	273	265.2	5
545	577	310	238	216.6	5
545	580	186	105	90.0	5
546	526	496	199	193.8	5
546	527	548	259	254.4	5
547	1	145	67	62.11224	5
547	548	226	207	195.6	5
547	549	402	347	293.4	11
547	621	267	182	173.4	5
548	2	145	67	62.11224	5
548	547	226	203	195.6	5
548	550	461	357	348.59999999999997	5
548	552	411	289	269.40000000000003	5
548	618	330	218	211.2	5
549	3	145	67	62.11224	5
549	547	402	321	293.4	5
549	550	266	211	196.79999999999998	5
549	551	525	260	252.6	5
550	4	145	67	62.11224	5
550	548	461	354	348.59999999999997	5
550	549	266	209	196.79999999999998	5
550	551	481	340	310.79999999999995	5
550	552	551	516	466.2	8
550	553	312	262	235.2	5
550	560	442	362	324.0	6
551	5	145	67	62.11224	5
551	495	552	288	281.40000000000003	5
551	549	525	257	252.6	5
551	550	481	321	310.79999999999995	5
551	563	375	214	184.8	5
552	6	145	67	62.11224	5
552	435	221	79	53.4	6
552	548	411	279	269.40000000000003	5
552	550	551	501	466.2	5
552	553	373	282	273.59999999999997	5
552	618	448	285	260.4	5
552	619	521	293	288.0	5
553	7	145	67	62.11224	5
553	496	248	90	78.0	5
553	550	312	262	235.2	5
553	552	373	283	273.59999999999997	5
553	560	365	251	238.20000000000002	5
554	8	145	67	62.11224	5
554	435	297	254	235.8	5
554	437	175	57	37.2	5
554	614	511	347	302.4	8
554	619	472	368	298.2	15
554	622	630	450	347.4	24
554	625	311	217	203.4	5
555	9	145	67	62.11224	5
555	556	517	388	381.6	5
555	622	529	352	293.4	12
555	624	272	237	160.8	20
555	625	186	100	94.80000000000001	5
556	10	145	67	62.11224	5
556	437	561	441	430.79999999999995	5
556	496	166	254	222.6	6
556	555	517	396	381.6	5
556	557	484	396	355.2	7
556	560	445	413	337.8	16
556	624	651	631	556.8	14
557	11	145	67	62.11224	5
557	490	411	223	215.39999999999998	5
557	556	484	405	355.2	9
557	558	315	287	239.4	10
557	559	455	360	338.4	5
557	624	751	585	555.0	5
557	630	290	232	225.0	5
558	12	145	67	62.11224	5
558	491	396	200	192.0	5
558	557	315	258	239.4	5
558	560	335	369	241.8	34
558	561	392	263	255.6	5
559	13	145	67	62.11224	5
559	491	124	58	36.0	6
559	557	455	348	338.4	5
559	562	445	345	339.6	5
559	566	361	282	274.8	5
559	631	551	371	366.0	5
560	14	145	67	62.11224	5
560	495	103	69	56.4	5
560	550	442	351	324.0	5
560	553	365	246	238.20000000000002	5
560	556	445	379	337.8	7
560	558	335	351	241.8	28
560	561	415	272	262.8	5
561	15	145	67	62.11224	5
561	492	371	201	185.39999999999998	5
561	494	113	67	60.0	5
561	558	392	260	255.6	5
561	560	415	268	262.8	5
562	16	145	67	62.11224	5
562	492	124	36	29.4	5
562	493	97	81	75.6	5
562	559	445	344	339.6	5
562	563	401	341	336.6	5
562	567	248	200	192.6	5
563	17	145	67	62.11224	5
563	494	372	147	139.8	5
563	551	375	193	184.8	5
563	562	401	341	336.6	5
563	564	255	139	128.4	5
564	18	145	67	62.11224	5
564	493	308	100	82.2	5
564	563	255	142	128.4	5
564	565	250	142	129.60000000000002	5
565	19	145	67	62.11224	5
565	564	250	203	129.60000000000002	20
565	568	259	134	124.80000000000001	5
565	569	513	398	393.0	5
566	20	145	67	62.11224	5
566	500	260	136	109.2	5
566	559	361	286	274.8	5
566	567	430	335	325.79999999999995	5
566	631	488	443	436.8	5
567	21	145	67	62.11224	5
567	499	257	99	93.60000000000001	5
567	562	248	228	192.6	7
567	566	430	330	325.79999999999995	5
568	22	145	67	62.11224	5
568	533	251	87	75.6	5
568	565	259	176	124.80000000000001	13
568	574	347	189	184.8	5
569	23	145	67	62.11224	5
569	499	177	151	139.2	5
569	532	245	184	177.0	5
569	533	144	183	178.8	5
569	565	513	417	393.0	5
569	570	446	340	335.4	5
569	572	628	495	474.0	5
569	573	516	310	305.4	5
570	24	145	67	62.11224	5
570	500	113	128	81.60000000000001	12
570	569	446	340	335.4	5
570	571	592	394	389.40000000000003	5
570	572	423	325	318.59999999999997	5
571	25	145	67	62.11224	5
571	501	190	177	149.4	5
571	570	592	398	389.40000000000003	5
571	572	522	360	347.4	5
571	631	650	510	403.8	24
571	632	545	513	465.59999999999997	8
571	634	637	384	378.0	5
571	637	362	280	269.40000000000003	5
572	26	145	67	62.11224	5
572	569	628	615	474.0	33
572	570	423	343	318.59999999999997	5
572	571	522	379	347.4	5
572	573	445	310	294.6	5
572	576	402	258	252.0	5
572	637	613	429	387.0	7
573	27	145	67	62.11224	5
573	528	404	350	340.2	5
573	531	125	211	205.2	5
573	569	516	352	305.4	9
573	572	445	327	294.6	5
573	577	496	299	294.6	5
574	28	145	67	62.11224	5
574	531	380	182	177.0	5
574	532	288	148	133.8	5
574	568	347	199	184.8	5
574	575	495	297	292.2	5
575	29	145	67	62.11224	5
575	528	193	60	52.8	5
575	530	425	173	164.4	5
575	574	495	327	292.2	6
575	580	617	368	363.0	5
575	581	443	252	247.20000000000002	5
576	30	145	67	62.11224	5
576	572	402	270	252.0	5
576	577	512	396	382.8	5
576	578	581	397	380.4	5
576	637	550	357	348.0	5
576	643	280	228	211.79999999999998	5
577	31	145	67	62.11224	5
577	530	138	203	168.6	7
577	545	310	224	216.6	5
577	573	496	327	294.6	5
577	576	512	429	382.8	8
577	578	424	283	277.8	5
578	32	145	67	62.11224	5
578	507	871	490	485.4	5
578	524	464	285	280.2	5
578	576	581	497	380.4	27
578	577	424	288	277.8	5
578	579	594	445	436.8	5
578	580	515	390	382.8	5
578	643	391	234	227.4	5
578	645	532	356	351.0	5
579	33	145	67	62.11224	5
579	578	594	470	436.8	5
579	580	433	261	255.0	5
579	582	577	373	305.4	14
579	647	383	218	211.2	5
579	656	590	407	397.8	5
580	34	145	67	62.11224	5
580	545	186	108	90.0	5
580	575	617	390	363.0	5
580	578	515	391	382.8	5
580	579	433	260	255.0	5
580	581	617	592	587.4	5
580	582	613	402	388.8	5
581	35	145	67	62.11224	5
581	575	443	253	247.20000000000002	5
581	580	617	592	587.4	5
581	582	619	413	408.0	5
582	36	145	67	62.11224	5
582	541	492	350	345.59999999999997	5
582	579	577	346	305.4	7
582	580	613	399	388.8	5
582	581	619	415	408.0	5
582	660	688	370	352.8	5
583	37	145	67	62.11224	5
583	540	125	38	33.6	5
584	38	145	67	62.11224	5
584	394	806	366	298.2	14
584	395	654	240	232.79999999999998	5
584	586	746	376	369.0	5
584	588	769	412	363.59999999999997	9
584	605	886	489	484.20000000000005	5
584	710	795	369	343.2	5
584	712	795	453	448.8	5
584	768	1010	614	609.0	5
584	808	1059	643	638.4000000000001	5
585	39	145	67	62.11224	5
585	401	169	137	102.0	8
585	586	515	246	240.6	5
585	587	494	293	277.8	5
585	771	515	243	232.79999999999998	5
586	40	145	67	62.11224	5
586	584	746	374	369.0	5
586	585	515	268	240.6	5
586	588	494	272	266.40000000000003	5
586	772	484	238	229.8	5
587	41	145	67	62.11224	5
587	400	170	312	52.8	123
587	585	494	283	277.8	5
587	588	505	288	283.8	5
587	592	484	331	322.2	5
587	604	488	280	247.20000000000002	6
588	42	145	67	62.11224	5
588	397	422	266	181.2	22
588	584	769	370	363.59999999999997	5
588	586	494	271	266.40000000000003	5
588	587	505	289	283.8	5
589	43	145	67	62.11224	5
589	590	505	279	268.8	5
589	591	484	255	220.2	6
589	594	494	359	250.79999999999998	28
589	775	536	303	298.2	5
590	44	145	67	62.11224	5
590	401	375	127	108.60000000000001	5
590	589	505	312	268.8	8
590	592	515	264	256.8	5
590	776	525	290	285.59999999999997	5
591	45	145	67	62.11224	5
591	441	316	219	191.4	5
591	589	484	232	220.2	5
591	592	515	284	276.6	5
591	608	506	334	313.2	5
591	613	461	273	226.79999999999998	9
592	46	145	67	62.11224	5
592	587	484	327	322.2	5
592	590	515	261	256.8	5
592	591	515	303	276.6	5
592	608	466	308	262.2	9
592	609	475	326	302.4	5
593	47	145	67	62.11224	5
593	429	169	148	143.4	5
593	431	115	81	76.2	5
593	594	494	277	272.4	5
593	595	494	267	251.40000000000003	5
594	48	145	67	62.11224	5
594	427	125	90	85.8	5
594	589	494	319	250.79999999999998	15
594	593	494	278	272.4	5
594	596	494	309	277.8	5
595	49	145	67	62.11224	5
595	432	281	195	189.60000000000002	5
595	593	494	259	251.40000000000003	5
595	596	484	267	245.39999999999998	5
595	612	503	430	423.59999999999997	5
595	617	451	328	280.2	9
596	50	145	67	62.11224	5
596	441	221	55	43.199999999999996	5
596	594	494	298	277.8	5
596	595	484	290	245.39999999999998	9
596	612	456	314	253.8	13
596	613	503	397	365.4	5
597	51	145	67	62.11224	5
597	431	410	179	174.60000000000002	5
597	599	489	276	271.8	5
597	778	698	643	638.4000000000001	5
598	52	145	67	62.11224	5
598	599	435	260	255.0	5
598	616	357	276	270.59999999999997	5
598	620	314	245	237.0	5
599	53	145	67	62.11224	5
599	432	264	88	79.80000000000001	5
599	597	489	276	271.8	5
599	598	435	261	255.0	5
599	616	461	358	352.8	5
599	617	484	317	272.4	8
600	54	145	67	62.11224	5
600	395	140	89	81.60000000000001	5
600	601	515	232	224.4	5
600	602	443	206	199.2	5
600	605	484	226	219.60000000000002	5
601	55	145	67	62.11224	5
601	394	95	162	105.0	15
601	600	515	238	224.4	5
601	603	422	244	234.0	5
601	716	494	315	310.2	5
602	56	145	67	62.11224	5
602	600	443	209	199.2	5
602	603	515	235	229.2	5
602	607	485	287	271.8	5
602	671	484	304	283.2	5
603	57	145	67	62.11224	5
603	601	422	239	234.0	5
603	602	515	236	229.2	5
603	672	515	250	226.79999999999998	5
603	718	505	269	239.4	5
604	58	145	67	62.11224	5
604	397	186	81	76.8	5
604	399	287	238	199.2	8
604	587	488	303	247.20000000000002	12
604	605	484	253	245.39999999999998	5
604	606	422	238	222.6	5
605	59	145	67	62.11224	5
605	584	886	489	484.20000000000005	5
605	600	484	224	219.60000000000002	5
605	604	484	386	245.39999999999998	39
605	607	422	335	330.0	5
606	60	145	67	62.11224	5
606	403	203	402	170.39999999999998	80
606	604	422	311	222.6	22
606	607	484	253	245.39999999999998	5
606	675	526	416	384.0	5
607	61	145	67	62.11224	5
607	602	485	279	271.8	5
607	605	422	335	330.0	5
607	606	484	327	245.39999999999998	19
607	676	525	541	412.2	30
608	62	145	67	62.11224	5
608	537	455	233	198.6	7
608	591	506	329	313.2	5
608	592	466	269	262.2	5
608	609	474	271	265.2	5
608	613	484	268	258.0	5
609	63	145	67	62.11224	5
609	399	230	58	52.8	5
609	400	423	408	403.2	5
609	592	475	313	302.4	5
609	608	474	273	265.2	5
609	611	422	261	228.6	6
610	64	145	67	62.11224	5
610	537	105	60	48.6	5
610	611	464	229	223.8	5
610	615	495	271	251.40000000000003	5
610	679	515	306	286.2	5
611	65	145	67	62.11224	5
611	403	325	130	124.19999999999999	5
611	609	422	234	228.6	5
611	610	464	253	223.8	5
611	680	494	282	260.4	5
612	66	145	67	62.11224	5
612	440	395	206	158.4	11
612	595	503	430	423.59999999999997	5
612	596	456	280	253.8	5
612	614	391	265	256.2	5
612	617	494	303	263.4	7
613	67	145	67	62.11224	5
613	440	145	133	112.8	5
613	591	461	233	226.79999999999998	5
613	596	503	370	365.4	5
613	608	484	263	258.0	5
613	615	402	228	216.6	5
614	68	145	67	62.11224	5
614	439	395	177	163.20000000000002	5
614	554	511	344	302.4	7
614	612	391	262	256.2	5
614	619	508	383	339.0	8
614	622	576	377	363.59999999999997	5
615	69	145	67	62.11224	5
615	439	131	140	116.39999999999999	5
615	536	295	101	91.2	5
615	610	495	270	251.40000000000003	5
615	613	402	221	216.6	5
615	622	532	396	301.8	22
616	70	145	67	62.11224	5
616	433	473	210	204.0	5
616	598	357	276	270.59999999999997	5
616	599	461	357	352.8	5
616	618	320	202	190.8	5
616	620	319	232	227.4	5
617	71	145	67	62.11224	5
617	433	129	95	90.0	5
617	595	451	290	280.2	5
617	599	484	280	272.4	5
617	612	494	276	263.4	5
617	619	340	209	201.6	5
618	72	145	67	62.11224	5
618	434	535	252	247.20000000000002	5
618	548	330	217	211.2	5
618	552	448	276	260.4	5
618	616	320	199	190.8	5
618	621	352	238	232.79999999999998	5
619	73	145	67	62.11224	5
619	434	107	45	39.0	5
619	552	521	293	288.0	5
619	554	472	330	298.2	5
619	614	508	383	339.0	8
619	617	340	207	201.6	5
620	74	145	67	62.11224	5
620	598	314	243	237.0	5
620	616	319	232	227.4	5
620	621	237	181	156.6	5
621	75	145	67	62.11224	5
621	547	267	181	173.4	5
621	618	352	242	232.79999999999998	5
621	620	237	194	156.6	8
622	76	145	67	62.11224	5
622	540	345	153	105.0	12
622	554	630	382	347.4	6
622	555	529	309	293.4	5
622	614	576	368	363.59999999999997	5
622	615	532	342	301.8	7
622	623	545	364	301.2	13
622	625	463	293	288.0	5
623	77	145	67	62.11224	5
623	622	545	386	301.2	19
623	624	497	381	375.59999999999997	5
623	627	515	299	289.8	5
623	681	486	300	258.59999999999997	8
624	78	145	67	62.11224	5
624	555	272	225	160.8	16
624	556	651	611	556.8	9
624	557	751	572	555.0	5
624	623	497	382	375.59999999999997	5
624	626	454	273	265.79999999999995	5
625	79	145	67	62.11224	5
625	554	311	213	203.4	5
625	555	186	100	94.80000000000001	5
625	622	463	294	288.0	5
626	80	145	67	62.11224	5
626	485	296	119	100.8	5
626	624	454	286	265.79999999999995	5
626	627	515	311	306.0	5
626	630	350	265	259.20000000000005	5
627	81	145	67	62.11224	5
627	484	293	131	118.8	5
627	486	355	147	133.20000000000002	5
627	623	515	319	289.8	5
627	626	515	311	306.0	5
628	82	145	67	62.11224	5
628	485	230	193	170.39999999999998	5
628	629	485	293	286.8	5
628	631	525	398	393.0	5
628	632	506	308	299.40000000000003	5
629	83	145	67	62.11224	5
629	479	378	169	127.2	9
629	484	258	224	219.0	5
629	628	485	297	286.8	5
629	633	495	298	293.4	5
630	84	145	67	62.11224	5
630	489	291	168	160.8	5
630	557	290	232	225.0	5
630	626	350	266	259.20000000000005	5
631	85	145	67	62.11224	5
631	489	298	272	253.8	5
631	490	202	245	228.0	5
631	559	551	406	366.0	7
631	566	488	471	436.8	5
631	571	650	458	403.8	10
631	628	525	398	393.0	5
631	636	371	268	262.2	5
632	86	145	67	62.11224	5
632	502	277	140	100.19999999999999	10
632	571	545	507	465.59999999999997	7
632	628	506	324	299.40000000000003	5
632	633	495	277	271.8	5
632	636	492	314	250.2	14
633	87	145	67	62.11224	5
633	478	333	121	114.6	5
633	503	515	215	210.0	5
633	629	495	307	293.4	5
633	632	495	279	271.8	5
634	88	145	67	62.11224	5
634	502	268	376	234.60000000000002	39
634	505	303	94	88.8	5
634	571	637	458	378.0	17
634	635	495	269	231.6	7
634	637	494	343	325.2	5
635	89	145	67	62.11224	5
635	504	120	37	27.0	5
635	634	495	256	231.6	5
635	640	495	224	218.4	5
635	705	494	263	253.8	5
636	90	145	67	62.11224	5
636	501	180	43	37.2	5
636	631	371	290	262.2	5
636	632	492	290	250.2	7
637	91	145	67	62.11224	5
637	571	362	358	269.40000000000003	21
637	572	613	475	387.0	19
637	576	550	354	348.0	5
637	634	494	335	325.2	5
637	644	484	277	269.40000000000003	5
638	92	145	67	62.11224	5
638	640	925	419	397.8	5
638	642	756	332	326.40000000000003	5
638	707	547	302	247.20000000000002	12
638	815	742	348	343.2	5
638	825	512	236	217.79999999999998	5
638	826	507	293	288.0	5
639	93	145	67	62.11224	5
639	505	235	157	145.2	5
639	506	145	113	108.0	5
639	640	495	215	210.6	5
639	641	515	290	285.0	5
640	94	145	67	62.11224	5
640	635	495	345	218.4	35
640	638	925	403	397.8	5
640	639	495	218	210.6	5
640	642	495	268	263.4	5
641	95	145	67	62.11224	5
641	639	515	290	285.0	5
641	642	484	218	213.0	5
641	646	495	239	234.0	5
641	648	505	324	280.79999999999995	8
642	96	145	67	62.11224	5
642	638	756	332	326.40000000000003	5
642	640	495	288	263.4	5
642	641	484	218	213.0	5
642	649	515	262	257.4	5
643	97	145	67	62.11224	5
643	576	280	266	211.79999999999998	12
643	578	391	232	227.4	5
643	644	491	305	295.79999999999995	5
644	98	145	67	62.11224	5
644	506	407	185	155.39999999999998	6
644	637	484	317	269.40000000000003	9
644	643	491	303	295.79999999999995	5
644	646	505	321	313.8	5
645	99	145	67	62.11224	5
645	578	532	358	351.0	5
645	646	523	282	265.2	5
645	647	423	243	238.20000000000002	5
645	652	402	234	229.2	5
646	100	145	67	62.11224	5
646	507	46	166	90.6	22
646	641	495	240	234.0	5
646	644	505	331	313.8	5
646	645	523	274	265.2	5
646	653	495	253	248.39999999999998	5
647	101	145	67	62.11224	5
647	524	135	103	94.80000000000001	5
647	579	383	217	211.2	5
647	645	423	243	238.20000000000002	5
647	657	368	255	217.79999999999998	7
648	102	145	67	62.11224	5
648	641	505	515	280.79999999999995	71
648	649	474	274	268.8	5
648	650	495	244	239.4	5
648	653	506	247	237.0	5
649	103	145	67	62.11224	5
649	642	515	292	257.4	6
649	648	474	274	268.8	5
649	651	494	239	234.0	5
649	825	515	250	240.6	5
650	104	145	67	62.11224	5
650	453	442	225	169.2	13
650	648	495	245	239.4	5
650	651	515	267	261.0	5
650	655	494	303	296.40000000000003	5
651	105	145	67	62.11224	5
651	649	494	247	234.0	5
651	650	515	267	261.0	5
651	827	495	245	239.4	5
651	842	495	275	270.0	5
652	106	145	67	62.11224	5
652	452	365	135	130.2	5
652	525	180	159	154.2	5
652	645	402	235	229.2	5
652	653	515	263	257.4	5
653	107	145	67	62.11224	5
653	646	495	266	248.39999999999998	5
653	648	506	242	237.0	5
653	652	515	268	257.4	5
653	655	526	294	288.59999999999997	5
654	108	145	67	62.11224	5
654	451	339	113	108.60000000000001	5
654	452	191	146	136.79999999999998	5
654	659	515	294	288.59999999999997	5
654	662	515	267	261.0	5
655	109	145	67	62.11224	5
655	451	207	155	148.8	5
655	650	494	301	296.40000000000003	5
655	653	526	299	288.59999999999997	5
655	663	495	268	263.4	5
656	110	145	67	62.11224	5
656	579	590	429	397.8	5
656	657	505	344	338.4	5
656	658	515	292	285.0	5
656	660	391	267	229.8	7
657	111	145	67	62.11224	5
657	525	378	156	150.6	5
657	647	368	290	217.79999999999998	17
657	656	505	344	338.4	5
657	659	536	318	313.2	5
658	112	145	67	62.11224	5
658	510	177	28	22.2	5
658	656	515	291	285.0	5
658	659	505	338	333.59999999999997	5
658	661	391	223	217.79999999999998	5
659	113	145	67	62.11224	5
659	509	185	42	35.4	5
659	654	515	294	288.59999999999997	5
659	657	536	318	313.2	5
659	658	505	338	333.59999999999997	5
660	114	145	67	62.11224	5
660	582	688	396	352.8	8
660	656	391	263	229.8	6
660	661	505	281	276.6	5
660	902	586	412	362.4	9
661	115	145	67	62.11224	5
661	512	185	41	34.8	5
661	658	391	223	217.79999999999998	5
661	660	505	281	276.6	5
661	902	632	491	477.0	5
662	116	145	67	62.11224	5
662	449	445	179	174.60000000000002	5
662	654	515	272	261.0	5
662	664	505	232	227.4	5
662	667	505	328	323.4	5
663	117	145	67	62.11224	5
663	449	115	92	84.6	5
663	655	495	268	263.4	5
663	665	505	262	257.4	5
663	841	515	254	249.60000000000002	5
664	118	145	67	62.11224	5
664	448	465	173	166.79999999999998	5
664	662	505	235	227.4	5
664	669	494	240	230.39999999999998	5
664	849	753	357	352.8	5
665	119	145	67	62.11224	5
665	448	111	75	70.19999999999999	5
665	663	505	262	257.4	5
665	843	494	229	223.8	5
665	849	773	393	388.8	5
666	120	145	67	62.11224	5
666	510	375	249	244.8	5
666	521	134	43	33.0	5
666	667	505	292	280.79999999999995	5
666	668	494	255	250.79999999999998	5
667	121	145	67	62.11224	5
667	509	365	309	303.0	5
667	662	505	329	323.4	5
667	666	505	298	280.79999999999995	5
667	669	494	264	259.20000000000005	5
668	122	145	67	62.11224	5
668	519	60	88	38.4	16
668	666	494	255	250.79999999999998	5
668	669	505	300	285.0	5
668	850	505	235	230.39999999999998	5
669	123	145	67	62.11224	5
669	664	494	240	230.39999999999998	5
669	667	494	264	259.20000000000005	5
669	668	505	298	285.0	5
669	851	495	282	277.2	5
670	124	145	67	62.11224	5
670	512	578	453	448.8	5
670	519	542	195	188.4	5
670	521	461	245	235.8	5
670	854	1000	623	618.6	5
670	902	1171	894	621.5999999999999	71
670	905	798	617	600.0	5
671	125	145	67	62.11224	5
671	602	484	290	283.2	5
671	672	485	225	219.60000000000002	5
671	673	505	252	239.4	5
671	676	505	263	234.60000000000002	5
672	126	145	67	62.11224	5
672	603	515	236	226.79999999999998	5
672	671	485	236	219.60000000000002	5
672	674	505	252	239.4	5
672	722	484	231	214.8	5
673	127	145	67	62.11224	5
673	671	505	246	239.4	5
673	674	516	235	229.8	5
673	678	484	259	219.60000000000002	8
673	683	526	276	256.2	5
674	128	145	67	62.11224	5
674	672	505	246	239.4	5
674	673	516	236	229.8	5
674	684	494	265	257.4	5
674	724	494	277	270.0	5
675	129	145	67	62.11224	5
675	404	260	238	188.4	11
675	606	526	392	384.0	5
675	676	464	264	259.20000000000005	5
675	677	474	248	240.0	5
676	130	145	67	62.11224	5
676	607	525	444	412.2	5
676	671	505	239	234.60000000000002	5
676	675	464	281	259.20000000000005	5
676	678	484	253	245.39999999999998	5
677	131	145	67	62.11224	5
677	406	138	208	120.0	25
677	675	474	251	240.0	5
677	678	485	277	271.8	5
677	687	515	267	262.2	5
678	132	145	67	62.11224	5
678	673	484	228	219.60000000000002	5
678	676	484	250	245.39999999999998	5
678	677	485	280	271.8	5
678	688	505	257	250.79999999999998	5
679	133	145	67	62.11224	5
679	610	515	304	286.2	5
679	680	371	209	204.0	5
679	681	515	324	281.40000000000003	8
680	134	145	67	62.11224	5
680	404	272	81	76.2	5
680	488	388	213	178.20000000000002	7
680	611	494	293	260.4	6
680	679	371	243	204.0	8
681	135	145	67	62.11224	5
681	487	277	95	81.60000000000001	5
681	623	486	359	258.59999999999997	25
681	679	515	355	281.40000000000003	16
681	691	484	246	240.0	5
682	136	145	67	62.11224	5
682	406	372	157	147.0	5
682	487	254	256	182.4	18
682	488	171	188	166.2	5
682	692	506	245	240.0	5
683	137	145	67	62.11224	5
683	673	526	266	256.2	5
683	684	494	275	270.0	5
683	685	474	246	223.8	5
683	688	506	279	251.40000000000003	5
684	138	145	67	62.11224	5
684	674	494	267	257.4	5
684	683	494	284	270.0	5
684	728	494	240	234.60000000000002	5
685	139	145	67	62.11224	5
685	411	493	188	182.4	5
685	683	474	245	223.8	5
685	686	474	227	210.0	5
685	690	515	237	229.2	5
686	140	145	67	62.11224	5
686	685	474	229	210.0	5
686	730	494	247	234.60000000000002	5
687	141	145	67	62.11224	5
687	407	138	152	102.6	12
687	677	515	267	262.2	5
687	688	474	272	265.2	5
687	689	494	306	301.2	5
688	142	145	67	62.11224	5
688	678	505	256	250.79999999999998	5
688	683	506	257	251.40000000000003	5
688	687	474	287	265.2	5
688	690	505	324	319.20000000000005	5
689	143	145	67	62.11224	5
689	408	177	208	131.4	21
689	687	494	306	301.2	5
689	690	475	246	240.0	5
689	699	525	335	289.8	9
690	144	145	67	62.11224	5
690	410	475	214	174.0	8
690	685	515	234	229.2	5
690	688	505	324	319.20000000000005	5
690	689	475	267	240.0	5
691	145	145	67	62.11224	5
691	481	390	178	145.2	7
691	486	180	155	144.0	5
691	681	484	250	240.0	5
691	692	464	260	253.2	5
692	146	145	67	62.11224	5
692	407	415	154	148.20000000000002	5
692	682	506	246	240.0	5
692	691	464	287	253.2	6
692	694	494	318	310.2	5
693	147	145	67	62.11224	5
693	479	162	125	112.8	5
693	483	115	38	30.0	5
693	694	505	264	256.8	5
693	703	515	318	307.8	5
694	148	145	67	62.11224	5
694	408	355	145	126.6	5
694	539	194	42	37.2	5
694	692	494	315	310.2	5
694	693	505	295	256.8	7
695	149	145	67	62.11224	5
695	411	107	71	62.400000000000006	5
695	696	505	244	239.4	5
695	697	494	282	277.8	5
695	700	505	335	330.0	5
696	150	145	67	62.11224	5
696	695	505	244	239.4	5
696	698	515	263	258.59999999999997	5
696	734	474	259	252.0	5
697	151	145	67	62.11224	5
697	695	494	287	277.8	5
697	698	505	243	237.0	5
697	702	505	244	238.20000000000002	5
697	809	505	243	237.0	5
698	152	145	67	62.11224	5
698	696	515	264	258.59999999999997	5
698	697	505	245	237.0	5
698	736	484	264	259.20000000000005	5
698	810	484	285	280.2	5
699	153	145	67	62.11224	5
699	538	120	36	27.0	5
699	689	525	341	289.8	10
699	700	484	257	245.39999999999998	5
699	701	484	225	219.60000000000002	5
700	154	145	67	62.11224	5
700	410	107	144	65.4	26
700	695	505	335	330.0	5
700	699	484	256	245.39999999999998	5
700	702	515	311	306.0	5
701	155	145	67	62.11224	5
701	474	138	110	103.8	5
701	699	484	267	219.60000000000002	10
701	702	485	223	206.4	5
701	813	495	270	265.79999999999995	5
702	156	145	67	62.11224	5
702	697	505	244	238.20000000000002	5
702	700	515	313	306.0	5
702	701	485	285	206.4	19
702	814	494	278	273.0	5
703	157	145	67	62.11224	5
703	478	222	181	161.4	5
703	693	515	419	307.8	27
703	704	484	263	257.4	5
703	705	464	256	250.79999999999998	5
704	158	145	67	62.11224	5
704	538	570	256	250.79999999999998	5
704	539	361	337	292.8	8
704	703	484	266	257.4	5
704	706	484	278	273.0	5
705	159	145	67	62.11224	5
705	476	386	126	121.2	5
705	635	494	269	253.8	5
705	703	464	271	250.79999999999998	5
705	706	495	255	248.39999999999998	5
706	160	145	67	62.11224	5
706	474	407	179	147.0	6
706	475	425	189	184.8	5
706	704	484	278	273.0	5
706	705	495	264	248.39999999999998	5
707	161	145	67	62.11224	5
707	473	651	271	263.4	5
707	475	199	109	104.4	5
707	476	200	175	167.4	5
707	638	547	252	247.20000000000002	5
708	162	145	67	62.11224	5
708	388	306	179	174.0	5
708	709	989	422	417.6	5
708	714	982	424	419.40000000000003	5
708	913	2827	1207	1202.3999999999999	5
709	163	145	67	62.11224	5
709	391	214	37	31.8	5
709	708	989	422	417.6	5
709	711	785	334	329.40000000000003	5
709	713	775	360	355.2	5
709	803	1030	466	461.40000000000003	5
710	164	145	67	62.11224	5
